  2.3000000e+003  1.9710000e+003
  2.5000000e+003  1.9720000e+003
  4.5000000e+003  1.9740000e+003
  2.9000000e+004  1.9790000e+003
  1.3400000e+005  1.9820000e+003
  2.7500000e+005  1.9850000e+003
  1.2000000e+006  1.9890000e+003
  3.1000000e+006  1.9930000e+003
  4.3000000e+006  1.9960000e+003
  7.5000000e+006  1.9970000e+003
  8.8000000e+006  1.9970000e+003
  9.5000000e+006  1.9990000e+003
  2.1300000e+007  1.9990000e+003
  2.2000000e+007  1.9990000e+003
  4.2000000e+007  2.0000000e+003
  5.4300000e+007  2.0030000e+003
  1.0590000e+008  2.0030000e+003
  2.2000000e+008  2.0030000e+003
  5.9200000e+008  2.0040000e+003
  2.4100000e+008  2.0060000e+003
  2.9100000e+008  2.0060000e+003
  5.8200000e+008  2.0060000e+003
  6.8100000e+008  2.0060000e+003
  1.7000000e+009  2.0060000e+003
  7.8900000e+008  2.0070000e+003
  2.0000000e+009  2.0080000e+003
